768df4620 10year_startup_tip_1000
d846fa111 10year_startup_tip_1001
7943a2c9b 10year_startup_tip_1002
facee91c8 10year_startup_tip_1003
fbec5c16b 10year_startup_tip_1004
1986fb3b5 10year_startup_tip_1005
555eda6c5 10year_startup_tip_1006
c584b68fe 10year_startup_tip_1007
127b1308f 10year_startup_tip_1008
1fdf47091 10year_startup_tip_1009
892d6c3d7 10year_startup_tip_1010
5f8bb2acd 10year_startup_tip_1011
cd2a9e14b 10year_startup_tip_1012
0bd372a2d 10year_startup_tip_1013
ea255498c 10year_startup_tip_1014
8292af0c4 10year_startup_tip_1015
1ec290875 10year_startup_tip_1017
0df3e3d7a 10year_startup_tip_1018
8dda62684 10year_startup_tip_1019
cf2ca5d97 10year_startup_tip_1020
b639bede3 10year_startup_tip_1021
f97bfbc6f 10year_startup_tip_1022
3fc759313 10year_startup_tip_1023
6b8bea136 10year_startup_tip_1024
cbce18a46 10year_startup_tip_1025
d94047fc7 10year_startup_tip_1026
1104d6e32 10year_startup_tip_1027
85825627b 10year_startup_tip_1028
de473fcc8 10year_startup_tip_1029
2dd7798a8 10year_startup_tip_1030
d9744a4c4 10year_startup_tip_1031
ce38a100b 10year_startup_tip_1032
2f8383257 10year_startup_tip_1033
669f84100 10year_startup_tip_1034
cba8ee502 10year_startup_tip_1035
5ffe14645 10year_startup_tip_1036
d9bc6a29c 10year_startup_tip_1037
ea7f0ba60 10year_startup_tip_1038
9530ca1f9 10year_startup_tip_1039
ce5c28ef4 10year_startup_tip_1040
25c3d59d5 10year_startup_tip_1041
c41074a48 10year_startup_tip_1042
b986b37e4 10year_startup_tip_1043
d03afa30b 10year_startup_tip_1044
4f50d212b 10year_startup_tip_1045
1ae6a98da 10year_startup_tip_1046
f26cf9855 10year_startup_tip_1047
a8a353bcd 10year_startup_tip_1048
98c555cd2 10year_startup_tip_1049
f5c70e549 10year_startup_tip_1050
93113e8ea 3181BuffName
22bc6fb6e 3181MinionBuff
69297a697 AAS-HOUR-1
d49e3127f AAS-HOUR-2
9b37f7608 AAS-HOUR-3-5
835aaa1b7 AAS-HOUR-5-ABOVE
b16cc6cb2 AAS-REG
cba1390a2 ARURF_tutorial_cards
b8dc5ec08 Air_current_form_tooltip
baafbb4bf Air_current_meter_tooltip
4ac7a481c Air_selection_button
2187a7c53 Bellswayer_Base_description
d267c879c Bellswayer_LunarRevel2021_name
cabee4b4f BuffNoSource_Default_TooltipExtended
05c72c7b8 Buff_3050Ally_Name
fe1451041 Buff_3050Ally_Tooltip
fe1194ee0 Buff_3050Self_Name
012afc52e Buff_3050Self_Tooltip
8260d39c2 Buff_3110_Tooltip
1059434b4 Buff_3121Shield_Name
e6aa0be0e Buff_3121Shield_Tooltip
2a148c845 Buff_4401MaxStacked_Tooltip
783b2c33a Buff_6643Active_Name
47bb1f7c4 Buff_6643Active_Tooltip
a3590b3c9 Buff_6643Cooldown_Name
622615be0 Buff_6643Cooldown_Tooltip
89751d096 Buff_6643Ready_Name
82a58ebd6 Buff_6643Ready_Tooltip
ebf5724a4 Buff_6650_Name
c558e108b Buff_6650_Tooltip
79a539a80 Buff_6651Ready_Name
3bacb0e46 Buff_6651Ready_Tooltip
24872fa54 Buff_6653Burn_Name
740f04a08 Buff_6653Burn_Tooltip
77304a72f Buff_6653Shred_Name
561a985ec Buff_6653Shred_Tooltip
0c4e1db4f Buff_6654ShieldCooldown_Name
b313916ed Buff_6654ShieldCooldown_Tooltip
c5117c006 Buff_6654ShieldReady_Name
22e0ac124 Buff_6654ShieldReady_Tooltip
b95ec20c0 Buff_6654Shield_Name
15bf8ebb9 Buff_6654Shield_Tooltip
ca07643db Buff_6654Slow_Tooltip
c6c286122 Buff_6654_Slow_Name
068aade8a Buff_6655Buff_Name
8b213cce0 Buff_6655Buff_Tooltip
934a5a40c Buff_6656Root_Name
4a9bb190d Buff_6656Root_Tooltip
c247280e8 Buff_6656Slow_Name
fd76f93fd Buff_6656Slow_Tooltip
abf5e9671 Buff_6664Counter_Tooltip
4f55b0756 Buff_6664Speed_Tooltip
fd3de8cd0 Buff_6671_Name
28b0d6c7f Buff_6671_Tooltip
6f5fca96f Buff_6672Buff_Name
38305fcad Buff_6672Buff_Tooltip
7308b2779 Buff_6673Buff_Name
5caf717bc Buff_6673Buff_Tooltip
1608024aa Buff_6673Shield_Name
4fd2e6fd0 Buff_6673Shield_Tooltip
1afd4731e Buff_6674_Name
b3096e4fc Buff_6674_Tooltip
1f8d3b590 Buff_6691Stealth_Name
56a3101bd Buff_6691Stealth_Tooltip
dafbd4e32 Buff_6692Shield_Name
caa507860 Buff_6692Shield_Tooltip
b8a3550f9 Buff_6692Speed_Name
f9d4bf64a Buff_6692Speed_Tooltip
3dcc4ceda Buff_6693Amp_Name
4df5cff1e Buff_6693Amp_Tooltip
dc5a6f961 Buff_AatroxE_Tooltip
2948c86ff Buff_AatroxPassiveDebuff_Tooltip
a3d41948a Buff_AatroxPassiveReady_Tooltip
1045a0d68 Buff_AatroxRRevive_Tooltip
ff459d7f9 Buff_AatroxR_Tooltip
318cf45cf Buff_AatroxWSlow_Tooltip
5e5976b30 Buff_AatroxW_Tooltip
436e8ca39 Buff_Abyssal_Scepter_Tooltip
